ReadName	ReadLength	EReversevalue	AlignmentLength	Begin	End	Strand	Identity	ReferenceSequenceName	Begin	End
GZ261FQ01B4625	166nt	5.1eNegative09	74	41	114	Positive	81.33	ASXD01000001.1	1716250	1716324
GZ261FQ01D45J2	291nt	5.5eNegative44	258	32	289	Positive	78.29	ASXD01000001.1	2855652	2855909
GZ261FQ01A901M	100nt	3.2eNegative05	46	94	49	Negative	85.11	ASXD01000001.1	1004123	1004169
GZ261FQ01BK60M	290nt	1.7eNegative10	62	122	183	Positive	83.87	ASXD01000001.1	2368086	2368147
GZ261FQ01CD9KE	184nt	1.5eNegative09	57	46	102	Positive	86.21	ASXD01000001.1	2917809	2917866
GZ261FQ01CD9KE	184nt	2.4eNegative04	54	99	46	Negative	81.82	ASXD01000001.1	1093345	1093399
GZ261FQ01DDCNR	177nt	3.9eNegative10	55	170	116	Negative	85.45	ASXD01000001.1	1093346	1093400
GZ261FQ01DDCNR	177nt	2.3eNegative04	42	158	117	Negative	83.33	ASXD01000001.1	2644932	2644973
GZ261FQ01CD3FF	218nt	5.1eNegative21	155	45	199	Positive	77.42	ASXD01000001.1	2640445	2640599
GZ261FQ01B9VHY	271nt	3.5eNegative19	113	22	134	Positive	80.53	ASXD01000001.1	865990	866102
GZ261FQ01BVBNM	299nt	3.7eNegative08	97	59	155	Positive	76.29	ASXD01000001.1	2885429	2885525
GZ261FQ01CU043	194nt	1.0eNegative14	75	144	70	Negative	84.00	ASXD01000001.1	2172046	2172120
GZ261FQ01BNDBF	225nt	1.2eNegative29	188	219	32	Negative	78.19	ASXD01000001.1	987389	987576
GZ261FQ01BUB8I	251nt	1.5eNegative10	65	133	197	Positive	83.08	ASXD01000001.1	1028101	1028165
GZ261FQ01DAMVB	267nt	1.4eNegative55	263	1	263	Positive	80.61	ASXD01000001.1	1812081	1812343
GZ261FQ01AVKIJ	230nt	7.3eNegative09	53	144	196	Positive	84.91	ASXD01000001.1	1349735	1349787
GZ261FQ01ENQU7	356nt	2.0eNegative14	117	161	277	Positive	77.78	ASXD01000001.1	848252	848368
GZ261FQ01DKHIT	229nt	4.0eNegative33	177	53	229	Positive	80.79	ASXD01000001.1	851385	851560
GZ261FQ01DSFPO	311nt	1.0eNegative08	41	214	254	Positive	90.24	ASXD01000001.1	2046693	2046733
GZ261FQ01BVT0W	271nt	3.2eNegative23	78	119	42	Negative	89.74	ASXD01000001.1	2644710	2644787
GZ261FQ01D9WN4	244nt	1.1eNegative22	131	112	242	Positive	80.15	ASXD01000001.1	2971133	2971263
GZ261FQ01C45T0	294nt	1.5eNegative29	140	158	19	Negative	82.14	ASXD01000001.1	269310	269449
GZ261FQ01DNX0J	242nt	6.0eNegative06	45	192	148	Negative	84.44	ASXD01000001.1	1487294	1487338
GZ261FQ01CNEAX	297nt	7.9eNegative17	116	70	185	Positive	80.17	ASXD01000001.1	1118872	1118986
GZ261FQ01A8BNW	365nt	2.0eNegative14	60	123	64	Negative	88.33	ASXD01000001.1	377418	377477
GZ261FQ01EOZGJ	231nt	2.3eNegative16	54	113	60	Negative	92.59	ASXD01000001.1	1419901	1419954
GZ261FQ01DYMMV	233nt	1.1eNegative07	48	53	100	Positive	85.42	ASXD01000001.1	2885431	2885478
GZ261FQ01DD6HJ	210nt	3.6eNegative07	47	121	167	Positive	85.11	ASXD01000001.1	1139440	1139486
GZ261FQ01D393G	302nt	1.8eNegative10	56	210	265	Positive	85.71	ASXD01000001.1	2423506	2423561
GZ261FQ01CI7NF	212nt	4.8eNegative36	199	208	10	Negative	80.00	ASXD01000001.1	1117255	1117454
GZ261FQ01BBDWU	200nt	6.1eNegative24	119	62	180	Positive	83.19	ASXD01000001.1	172378	172495
GZ261FQ01CKL67	239nt	1.6eNegative06	43	186	144	Negative	86.05	ASXD01000001.1	1121877	1121919
GZ261FQ01DB9HW	281nt	3.6eNegative19	158	187	30	Negative	78.12	ASXD01000001.1	865934	866093
GZ261FQ01BRPNE	287nt	2.7eNegative05	50	134	85	Negative	82.00	ASXD01000001.1	628671	628720
GZ261FQ01DP7Z0	237nt	3.2eNegative04	45	93	137	Positive	82.22	ASXD01000001.1	1516472	1516516
GZ261FQ01AXGVJ	239nt	1.7eNegative17	74	207	134	Negative	86.49	ASXD01000001.1	1093520	1093593
GZ261FQ01BUKV4	228nt	5.6eNegative06	102	127	228	Positive	74.51	ASXD01000001.1	1443610	1443711
GZ261FQ01BL23Y	130nt	6.5eNegative15	117	1	117	Positive	77.78	ASXD01000001.1	847517	847633
GZ261FQ01CFIJL	309nt	1.9eNegative10	80	158	237	Positive	80.00	ASXD01000001.1	1093077	1093156
GZ261FQ01B0BIR	401nt	1.1eNegative27	218	278	61	Negative	76.15	ASXD01000001.1	848130	848347
GZ261FQ01B8JDS	243nt	3.8eNegative11	78	15	92	Positive	80.77	ASXD01000001.1	778749	778826
GZ261FQ01BIJ9X	270nt	4.5eNegative22	106	152	257	Positive	83.02	ASXD01000001.1	1800623	1800728
GZ261FQ01ASAT3	270nt	2.7eNegative16	270	270	1	Negative	72.22	ASXD01000001.1	1650964	1651231
GZ261FQ01BF43I	241nt	8.5eNegative05	64	222	159	Negative	80.00	ASXD01000001.1	2712843	2712907
GZ261FQ01A4BR1	192nt	8.6eNegative08	45	183	139	Negative	86.67	ASXD01000001.1	1800675	1800719
GZ261FQ01CEJZZ	113nt	4.7eNegative08	60	3	62	Positive	81.67	ASXD01000001.1	2533624	2533683
GZ261FQ01BFDQW	191nt	5.4eNegative13	75	70	144	Positive	82.67	ASXD01000001.1	2518175	2518249
GZ261FQ01B42LK	271nt	1.3eNegative07	57	60	4	Negative	82.46	ASXD01000001.1	757243	757299
GZ261FQ01BKDSN	252nt	4.4eNegative07	47	49	3	Negative	85.11	ASXD01000001.1	1190217	1190263
GZ261FQ01BHVRO	227nt	7.2eNegative09	41	51	11	Negative	90.24	ASXD01000001.1	2640445	2640485
GZ261FQ01EZXY3	164nt	2.7eNegative07	53	71	123	Positive	83.02	ASXD01000001.1	205978	206030
GZ261FQ01BSBNE	286nt	3.5eNegative08	40	188	149	Negative	90.00	ASXD01000001.1	1293811	1293850
GZ261FQ01BDD8N	222nt	7.5eNegative20	150	7	156	Positive	78.15	ASXD01000001.1	1117292	1117442
GZ261FQ01BGB6Y	180nt	8.0eNegative08	51	180	130	Negative	84.31	ASXD01000001.1	850335	850385
GZ261FQ01CF3KU	245nt	8.7eNegative05	85	55	139	Positive	75.29	ASXD01000001.1	1552960	1553044
GZ261FQ01BMV3Q	251nt	5.6eNegative10	67	202	136	Negative	82.09	ASXD01000001.1	2051683	2051749
GZ261FQ01D9838	113nt	1.4eNegative04	42	53	94	Positive	83.33	ASXD01000001.1	1111835	1111876
GZ261FQ01EN668	284nt	3.5eNegative08	133	17	149	Positive	73.68	ASXD01000001.1	744493	744625
GZ261FQ01DRFES	273nt	1.6eNegative10	50	1	50	Positive	88.00	ASXD01000001.1	1461666	1461715
GZ261FQ01EC2GV	152nt	4.7eNegative09	41	109	69	Negative	90.24	ASXD01000001.1	2885431	2885471
GZ261FQ01C5D1N	171nt	2.2eNegative04	42	66	25	Negative	83.33	ASXD01000001.1	628182	628223
GZ261FQ01A6OX7	226nt	2.5eNegative12	59	58	116	Positive	86.44	ASXD01000001.1	2644721	2644779
GZ261FQ01A6OX7	226nt	7.2eNegative09	59	58	116	Positive	83.05	ASXD01000001.1	757241	757299
GZ261FQ01DPHMU	164nt	1.9eNegative08	58	58	1	Negative	82.76	ASXD01000001.1	1419886	1419943
GZ261FQ01CFK8G	228nt	1.3eNegative10	56	14	69	Positive	85.71	ASXD01000001.1	1687192	1687247
GZ261FQ01BZBLD	300nt	8.0eNegative17	76	191	116	Negative	85.53	ASXD01000001.1	1092989	1093064
GZ261FQ01BZBLD	300nt	1.8eNegative10	56	178	123	Negative	85.71	ASXD01000001.1	1093447	1093502
GZ261FQ01EIQWE	259nt	5.3eNegative14	47	204	250	Positive	93.62	ASXD01000001.1	2134762	2134808
GZ261FQ01BDT30	272nt	1.3eNegative07	156	272	117	Negative	72.44	ASXD01000001.1	1539347	1539502
GZ261FQ01DOTH0	277nt	5.7eNegative14	77	115	191	Positive	83.12	ASXD01000001.1	1765982	1766058
GZ261FQ01BVEZF	258nt	5.3eNegative14	56	163	218	Positive	89.29	ASXD01000001.1	2917809	2917864
GZ261FQ01CAR7Q	316nt	3.0eNegative05	59	307	249	Negative	79.66	ASXD01000001.1	62299	62357
GZ261FQ01B0S8Q	320nt	1.5eNegative07	78	91	168	Positive	78.21	ASXD01000001.1	1131276	1131353
GZ261FQ01B6QHQ	331nt	1.6eNegative33	234	24	257	Positive	76.92	ASXD01000001.1	439089	439322
GZ261FQ01DQM5D	244nt	3.8eNegative11	168	28	195	Positive	73.21	ASXD01000001.1	1027521	1027688
GZ261FQ01CBWY5	283nt	1.0eNegative30	232	283	52	Negative	76.29	ASXD01000001.1	752097	752328
GZ261FQ01C00FV	310nt	5.8eNegative18	96	148	243	Positive	82.29	ASXD01000001.1	1595140	1595235
GZ261FQ01B89IA	215nt	1.6eNegative13	163	177	15	Negative	74.23	ASXD01000001.1	1188671	1188833
GZ261FQ01BV8JC	341nt	1.3eNegative15	107	305	199	Negative	79.44	ASXD01000001.1	826317	826423
GZ261FQ01CKVJL	261nt	4.8eNegative18	147	33	179	Positive	78.52	ASXD01000001.1	1443748	1443896
GZ261FQ01BMEXK	235nt	1.4eNegative10	77	144	68	Negative	80.52	ASXD01000001.1	2758442	2758518
GZ261FQ01CEINT	330nt	3.3eNegative16	54	105	52	Negative	92.59	ASXD01000001.1	1028097	1028150
GZ261FQ01BANHZ	220nt	1.3eNegative10	77	131	55	Negative	80.52	ASXD01000001.1	2855983	2856059
GZ261FQ01CZUMP	252nt	3.1eNegative08	49	139	91	Negative	85.71	ASXD01000001.1	1093359	1093407
GZ261FQ01AYAML	271nt	1.3eNegative07	78	201	124	Negative	78.21	ASXD01000001.1	2997115	2997192
GZ261FQ01C1ZUY	205nt	2.9eNegative15	61	108	48	Negative	88.52	ASXD01000001.1	1801382	1801442
GZ261FQ01DCB57	223nt	3.8eNegative07	50	109	60	Negative	84.00	ASXD01000001.1	2557517	2557566
GZ261FQ01AUW3C	239nt	2.2eNegative05	56	63	118	Positive	80.36	ASXD01000001.1	1093345	1093400
GZ261FQ01AUW3C	239nt	8.5eNegative05	49	69	117	Positive	81.63	ASXD01000001.1	2644925	2644973
GZ261FQ01AUW3C	239nt	2.4eNegative16	57	118	62	Negative	91.23	ASXD01000001.1	2917808	2917864
GZ261FQ01DER9V	315nt	2.7eNegative09	87	219	305	Positive	79.55	ASXD01000001.1	1131276	1131363
GZ261FQ01DSIRF	155nt	9.3eNegative22	90	114	25	Negative	85.56	ASXD01000001.1	1503484	1503573
GZ261FQ01CPVKI	335nt	1.6eNegative07	90	241	152	Negative	76.67	ASXD01000001.1	2143876	2143965
GZ261FQ01BJBPR	199nt	2.5eNegative19	116	22	137	Positive	80.17	ASXD01000001.1	2708372	2708487
GZ261FQ01EGW6S	222nt	2.1eNegative05	44	89	132	Positive	84.09	ASXD01000001.1	2101036	2101079
GZ261FQ01CUDYH	271nt	3.4eNegative34	235	235	1	Negative	77.54	ASXD01000001.1	1444491	1444726
GZ261FQ01ECL38	271nt	3.5eNegative19	113	22	134	Positive	80.53	ASXD01000001.1	865990	866102
GZ261FQ01BJ6AK	301nt	4.1eNegative04	57	1	57	Positive	78.95	ASXD01000001.1	864854	864910
GZ261FQ01DLB71	203nt	4.5eNegative10	103	144	42	Negative	76.70	ASXD01000001.1	2520404	2520506
GZ261FQ01CGYQ6	252nt	5.4eNegative25	123	4	126	Positive	82.11	ASXD01000001.1	1124628	1124750
GZ261FQ01DPRW1	278nt	2.4eNegative09	135	192	58	Negative	74.07	ASXD01000001.1	847143	847277
GZ261FQ01CLUGQ	339nt	2.3eNegative06	166	188	23	Negative	71.69	ASXD01000001.1	2819530	2819695
GZ261FQ01BS0S1	333nt	3.7eNegative12	50	324	275	Negative	90.00	ASXD01000001.1	1942374	1942423
GZ261FQ01CNFD0	211nt	2.3eNegative12	92	119	210	Positive	79.35	ASXD01000001.1	996757	996848
GZ261FQ01C3J1V	243nt	2.0eNegative24	125	243	119	Negative	81.60	ASXD01000001.1	275894	276018
GZ261FQ01D7O31	173nt	2.2eNegative04	42	163	122	Negative	83.33	ASXD01000001.1	2520487	2520528
GZ261FQ01C4S4V	337nt	5.9eNegative07	77	94	170	Positive	77.92	ASXD01000001.1	1131277	1131353
GZ261FQ01DTP65	293nt	3.6eNegative08	58	143	200	Positive	82.76	ASXD01000001.1	2779897	2779954
GZ261FQ01DZLRP	254nt	2.1eNegative24	140	212	73	Negative	80.00	ASXD01000001.1	172301	172440
GZ261FQ01C19NR	283nt	9.7eNegative20	102	281	180	Negative	82.35	ASXD01000001.1	2758853	2758954
GZ261FQ01D8GKW	248nt	3.0eNegative08	67	38	104	Positive	80.60	ASXD01000001.1	1105139	1105205
GZ261FQ01CUH8U	105nt	2.5eNegative17	85	101	17	Negative	83.53	ASXD01000001.1	2886343	2886427
GZ261FQ01B6VWZ	200nt	4.9eNegative06	48	103	150	Positive	83.33	ASXD01000001.1	1188671	1188718
GZ261FQ01BU0Q4	325nt	2.0eNegative10	80	92	171	Positive	80.00	ASXD01000001.1	847308	847387
GZ261FQ01CC1PE	112nt	1.6eNegative11	78	89	12	Negative	80.77	ASXD01000001.1	1972590	1972667
GZ261FQ01AQG7J	153nt	1.1eNegative13	130	3	132	Positive	77.10	ASXD01000001.1	847464	847594
GZ261FQ01BLOMX	300nt	2.6eNegative09	57	94	38	Negative	84.21	ASXD01000001.1	1419901	1419957
GZ261FQ01A25I4	287nt	2.9eNegative16	177	257	81	Negative	74.58	ASXD01000001.1	2641562	2641738
GZ261FQ01ENTQ9	164nt	9.9eNegative22	111	8	118	Positive	81.98	ASXD01000001.1	2981269	2981379
GZ261FQ01DYQ1Z	302nt	9.8eNegative09	83	130	48	Negative	78.31	ASXD01000001.1	926092	926174
GZ261FQ01CFJ59	291nt	2.5eNegative09	63	181	243	Positive	82.54	ASXD01000001.1	172024	172086
GZ261FQ01BCTWS	234nt	9.3eNegative27	144	205	62	Negative	80.56	ASXD01000001.1	281397	281540
GZ261FQ01EFCPW	263nt	2.2eNegative09	66	194	129	Negative	81.82	ASXD01000001.1	1294805	1294870
GZ261FQ01A694X	277nt	1.0eNegative15	80	111	32	Negative	83.75	ASXD01000001.1	1979561	1979640
GZ261FQ01DQKLE	223nt	1.9eNegative09	81	79	159	Positive	79.01	ASXD01000001.1	2765596	2765676
GZ261FQ01DDZAI	236nt	3.0eNegative19	71	169	99	Negative	88.73	ASXD01000001.1	2917808	2917878
GZ261FQ01BXXV8	228nt	3.6eNegative11	66	82	147	Positive	83.33	ASXD01000001.1	2022723	2022788
GZ261FQ01DWWGT	261nt	1.8eNegative17	143	11	153	Positive	76.92	ASXD01000001.1	3052193	3052335
GZ261FQ01CRBGI	363nt	2.2eNegative10	131	317	187	Negative	74.81	ASXD01000001.1	2557516	2557646
GZ261FQ01D5TJ2	332nt	2.9eNegative09	51	13	63	Positive	86.27	ASXD01000001.1	494194	494244
GZ261FQ01EM18I	390nt	7.3eNegative18	261	268	8	Negative	72.90	ASXD01000001.1	494998	495259
GZ261FQ01CRJ1G	290nt	7.3eNegative06	69	108	176	Positive	78.26	ASXD01000001.1	2101500	2101568
GZ261FQ01A9R34	297nt	9.6eNegative09	41	1	41	Positive	90.24	ASXD01000001.1	1287703	1287743
GZ261FQ01CQY0W	249nt	2.3eNegative05	99	103	5	Negative	75.25	ASXD01000001.1	1443619	1443719
GZ261FQ01CCU2P	100nt	5.3eNegative11	50	57	8	Negative	88.00	ASXD01000001.1	2346454	2346503
GZ261FQ01DYNVO	259nt	6.8eNegative17	133	73	205	Positive	77.44	ASXD01000001.1	2980593	2980725
GZ261FQ01DO1N7	163nt	2.1eNegative04	51	156	106	Negative	80.39	ASXD01000001.1	1258038	1258088
GZ261FQ01DCOMS	213nt	1.3eNegative10	62	54	115	Positive	83.87	ASXD01000001.1	306891	306952
GZ261FQ01BQ1VO	267nt	3.7eNegative30	252	16	267	Positive	75.89	ASXD01000001.1	1535488	1535740
GZ261FQ01A7L9Q	208nt	4.2eNegative14	65	88	24	Negative	86.15	ASXD01000001.1	1041201	1041265
GZ261FQ01BFHB6	267nt	4.2eNegative11	102	161	262	Positive	77.45	ASXD01000001.1	865135	865236
GZ261FQ01BCMAY	285nt	3.9eNegative04	60	142	201	Positive	78.33	ASXD01000001.1	2840118	2840177
GZ261FQ01AXG42	345nt	2.1eNegative10	80	262	341	Positive	80.00	ASXD01000001.1	1444492	1444571
GZ261FQ01A7JB5	368nt	1.1eNegative12	75	209	283	Positive	82.67	ASXD01000001.1	2918296	2918370
GZ261FQ01AXFBO	257nt	5.8eNegative10	46	197	242	Positive	89.13	ASXD01000001.1	1361647	1361692
GZ261FQ01DN9US	373nt	2.3eNegative10	98	206	303	Positive	77.55	ASXD01000001.1	377536	377633
GZ261FQ01D94ZG	255nt	6.3eNegative06	69	163	231	Positive	78.26	ASXD01000001.1	2872114	2872182
GZ261FQ01CA281	360nt	2.4eNegative06	88	86	173	Positive	76.14	ASXD01000001.1	1131276	1131363
GZ261FQ01DBWPT	281nt	9.1eNegative09	107	168	274	Positive	75.70	ASXD01000001.1	1879879	1879985
GZ261FQ01BCHFI	215nt	8.0eNegative16	77	207	131	Negative	84.42	ASXD01000001.1	847563	847639
GZ261FQ01A7KYQ	302nt	5.3eNegative07	86	278	193	Negative	76.74	ASXD01000001.1	2885437	2885522
GZ261FQ01D9O10	271nt	1.4eNegative44	271	271	1	Negative	77.86	ASXD01000001.1	1123863	1124133
GZ261FQ01A0SXN	343nt	8.3eNegative21	92	100	191	Positive	84.78	ASXD01000001.1	221063	221154
GZ261FQ01DF1VZ	261nt	4.4eNegative22	91	170	260	Positive	85.71	ASXD01000001.1	2053792	2053882
GZ261FQ01DHX8O	243nt	2.1eNegative09	75	168	242	Positive	80.00	ASXD01000001.1	826296	826370
GZ261FQ01CFIAK	312nt	1.5eNegative33	273	289	17	Negative	75.46	ASXD01000001.1	1530056	1530328
GZ261FQ01BE41Z	191nt	1.6eNegative09	66	6	71	Positive	81.82	ASXD01000001.1	564471	564536
GZ261FQ01CTJZU	258nt	8.3eNegative09	71	242	172	Negative	80.28	ASXD01000001.1	103587	103657
GZ261FQ01BFUZT	252nt	2.8eNegative12	101	215	115	Negative	78.22	ASXD01000001.1	2980881	2980981
GZ261FQ01A539N	357nt	3.4eNegative05	44	74	117	Positive	84.09	ASXD01000001.1	1737892	1737935
GZ261FQ01CF95Z	260nt	9.3eNegative05	43	127	85	Negative	83.72	ASXD01000001.1	1782861	1782903
GZ261FQ01BZJLH	291nt	2.3eNegative13	76	50	125	Positive	82.89	ASXD01000001.1	2170663	2170738
GZ261FQ01DUHJ3	296nt	7.4eNegative06	57	204	148	Negative	80.70	ASXD01000001.1	1293793	1293849
GZ261FQ01AMBCR	154nt	7.2eNegative19	151	154	4	Negative	77.63	ASXD01000001.1	639081	639232
GZ261FQ01DI6TD	312nt	2.7eNegative09	48	97	144	Positive	87.50	ASXD01000001.1	3125158	3125205
GZ261FQ01DHPCS	330nt	2.0eNegative10	56	220	165	Negative	85.71	ASXD01000001.1	2644918	2644973
GZ261FQ01DHPCS	330nt	2.0eNegative10	56	220	165	Negative	85.71	ASXD01000001.1	1093177	1093232
GZ261FQ01A8D0L	198nt	3.4eNegative07	53	71	123	Positive	83.02	ASXD01000001.1	205978	206030
